gene	disease_1	disease_2	disease_3	disease_4	disease_5	disease_6	disease_7	disease_8	disease_9	disease_10	disease_11	disease_12	disease_13	disease_14	disease_15
5182	MIM169900														
5183	MIM170000														
5184	MIM170100	MIM613230													
5185	MIM170200														
5187	MIM602260														
5188	MIM603645														
5189	MIM202370	MIM214100	MIM266510	MIM601539	MIM602136										
5190	MIM601498	MIM601539	MIM614862	MIM614863											
5191	MIM215100	MIM266500	MIM601757	MIM614879											
5192	MIM202370	MIM214100	MIM601539	MIM602859	MIM614870	MIM614871									
5193	MIM601539	MIM601758	MIM614859												
5194	MIM202370	MIM214100	MIM601789	MIM614883	MIM614885										
5195	MIM214100	MIM601791	MIM614887												
5196	MIM173460														
5197	MIM173461														
5198	MIM602133														
5199	MIM300383	MIM312060													
52	MIM171500														
5201	MIM604897														
5202	MIM613466														
5203	MIM604898														
5204	MIM604899														
5205	MIM147480	MIM211600	MIM243300	MIM308600	MIM602397										
5207	MIM311790														
5208	MIM171835														
5209	MIM605319														
521	MIM601519														
5210	MIM605320														
5211	MIM171860														
5213	MIM232800	MIM610681													
5214	MIM171840														
5216	MIM176610	MIM614808													
5217	MIM176590														
5218	MIM610679														
522	MIM603152														
5222	MIM169730														
5223	MIM172250														
5224	MIM261670	MIM612931													
5225	MIM169740														
5226	MIM172200														
5228	MIM601121														
5229	MIM602031														
523	MIM607027														
5230	MIM300653	MIM311800													
5232	MIM172270														
5236	MIM171900	MIM612934													
5238	MIM172100														
5239	MIM600981														
5241	MIM264080	MIM607311													
5242	MIM304340														
5243	MIM120080	MIM171050	MIM612244												
5244	MIM147480	MIM171060	MIM308600	MIM600803	MIM602347										
5245	MIM114480	MIM176705													
525	MIM192132	MIM267300													
5250	MIM600370	MIM610773													
5251	MIM300550	MIM307800													
5252	MIM602881														
5253	MIM604351														
5255	MIM300559	MIM311870													
5256	MIM300798	MIM306000													
5257	MIM172490	MIM261750													
526	MIM606939														
5260	MIM172470														
5261	MIM172471	MIM613027													
5264	MIM266500	MIM602026													
5265	MIM107400	MIM308600	MIM606963	MIM613490											
5266	MIM182257														
5267	MIM147935														
5268	MIM154790														
5269	MIM173321	MIM613453													
527	MIM108745														
5270	MIM177010														
5271	MIM601697														
5272	MIM601799														
5273	MIM602058														
5274	MIM602445	MIM604218													
5275	MIM604445														
5276	MIM605587														
5277	MIM300818	MIM300868	MIM311770												
5279	MIM601730														
528	MIM603097														
5281	MIM600153														
5283	MIM600154														
5284	MIM161950	MIM173880													
5286	MIM603601														
5287	MIM602838														
5288	MIM609001														
5289	MIM602609														
529	MIM108746														
5290	MIM114480	MIM114500	MIM114550	MIM137215	MIM162900	MIM167000	MIM171834	MIM182000	MIM211980	MIM612918					
5291	MIM602925														
5292	MIM164960														
5293	MIM602839														
5294	MIM601232														
5295	MIM171833														
5296	MIM603157														
5297	MIM600286														
5298	MIM602758														
53	MIM171650	MIM200950													
5300	MIM601052														
5301	MIM602051														
5303	MIM300252														
5304	MIM176720														
5305	MIM603140														
5306	MIM600174														
5307	MIM119800	MIM602149													
5308	MIM137600	MIM180500	MIM180550	MIM601542	MIM604229										
5309	MIM107250	MIM602669	MIM610623												
5310	MIM173900	MIM601313													
5311	MIM173910	MIM613095													
5312	MIM600666														
5313	MIM102900	MIM266200	MIM609712												
5314	MIM263200	MIM606702													
5315	MIM179050														
5316	MIM602100														
5317	MIM601975	MIM604536													
5318	MIM602861	MIM609040													
5319	MIM172410														
5320	MIM114500	MIM172411													
5321	MIM600522														
5322	MIM228980	MIM601192													
5324	MIM181030	MIM603026													
5325	MIM601410	MIM603044													
5326	MIM604866														
5327	MIM173370	MIM612348													
5328	MIM104300	MIM191840	MIM601709												
5329	MIM173391														
533	MIM603717														
5330	MIM604114														
5331	MIM600230														
5332	MIM600810	MIM614669													
5333	MIM151600	MIM602142													
53335	MIM606557														
53339	MIM608530														
5334	MIM600597														
53340	MIM608621														
53341	MIM605013														
53342	MIM607587														
53343	MIM606022														
53345	MIM606563														
53346	MIM606562														
53347	MIM605736														
53349	MIM605471														
5335	MIM172420														
53353	MIM608766														
53354	MIM606160														
53358	MIM605263														
5336	MIM600220	MIM614468	MIM614878												
53366	MIM604201														
53368	MIM604801														
53369	MIM604802														
5337	MIM602382														
53371	MIM607607														
53373	MIM609666														
5338	MIM602384														
5339	MIM131950	MIM226670	MIM226730	MIM601282	MIM612138	MIM613723									
534	MIM606853														
5340	MIM173350	MIM217090													
53405	MIM607293														
53407	MIM606046														
5341	MIM173570														
5343	MIM173340														
5345	MIM262850	MIM613168													
5346	MIM170290	MIM613877													
5347	MIM602098														
5348	MIM602359														
5349	MIM604996														
535	MIM192130														
5350	MIM172405	MIM212110	MIM609909	MIM613874											
5351	MIM153454	MIM225400	MIM601451												
5352	MIM601865	MIM609220													
5354	MIM300401	MIM312080	MIM312920												
5355	MIM300112														
5356	MIM605961														
5357	MIM602734														
5358	MIM300131														
5359	MIM604170														
5360	MIM172425														
5361	MIM601055														
53615	MIM603573														
53616	MIM603709														
5362	MIM601054														
53630	MIM115300	MIM605748													
53632	MIM604976														
53635	MIM610195														
53637	MIM605146														
5364	MIM601053														
5365	MIM300214														
5366	MIM604959														
5367	MIM176795														
5368	MIM601459														
5369	MIM176793														
537	MIM300197														
5370	MIM176794														
5371	MIM102578														
5372	MIM601786														
5373	MIM212065	MIM601785													
5375	MIM170715														
5376	MIM118220	MIM118300	MIM139393	MIM145900	MIM162500	MIM180800	MIM601097								
5378	MIM120435	MIM600258													
5379	MIM605038														
538	MIM300011	MIM300489	MIM304150	MIM309400											
53820	MIM609892														
53822	MIM606684														
53826	MIM606683														
53827	MIM606669														
53829	MIM606380														
53831	MIM606383														
53832	MIM605620														
53833	MIM605621														
53834	MIM605830														
53836	MIM606379														
53838	MIM610880														
53840	MIM605684														
53841	MIM606839														
53844	MIM610581														
539	MIM600828														
53904	MIM606808	MIM607101													
53905	MIM606758														
53916	MIM612945														
53917	MIM612415														
53918	MIM605757														
53919	MIM613389														
5393	MIM606180														
5394	MIM605960														
53940	MIM300308														
53942	MIM607219														
53944	MIM606274														
53947	MIM111400	MIM607922													
5395	MIM276300	MIM600259	MIM614337												
5396	MIM167420	MIM202650													
53981	MIM606028														
54	MIM171640	MIM607944													
540	MIM277900	MIM606882													
54020	MIM608094														
54039	MIM608502														
5406	MIM246600	MIM614338													
5407	MIM604422														
5408	MIM604423														
54084	MIM612920	MIM614861													
5409	MIM145500	MIM171190													
54097	MIM608617														
54101	MIM263650	MIM605706													
54103	MIM613552														
54106	MIM605474														
54107	MIM607267														
54108	MIM607268														
54109	MIM605549														
5411	MIM603154														
54110	MIM612165														
54112	MIM607468														
54113	MIM193000														
54114	MIM300244														
54115	MIM300245														
54119	MIM605021														
5412	MIM604711														
5413	MIM602724														
5414	MIM603696														
541461	MIM609153														
541465	MIM300797														
541466	MIM300648														
54148	MIM611845														
54165	MIM605905														
54187	MIM605202														
5420	MIM602632														
54205	MIM123970	MIM612004													
54206	MIM608069														
54207	MIM605873														
54209	MIM221770	MIM605086													
54210	MIM605085														
54212	MIM608714														
5422	MIM310465	MIM312040													
54221	MIM608715														
5423	MIM174760														
5424	MIM174761														
5425	MIM600815														
5426	MIM174762														
5427	MIM602670														
5428	MIM157640	MIM174763	MIM203700	MIM258450	MIM607459	MIM613662									
5429	MIM278750	MIM603968													
5430	MIM180660														
5431	MIM180661														
5432	MIM180663														
54328	MIM300253														
54329	MIM605188														
5433	MIM606017														
54331	MIM606981														
54332	MIM214400	MIM606598	MIM607706	MIM607831	MIM608340										
5434	MIM180664														
54344	MIM605951	MIM612937													
54345	MIM601618	MIM607823													
54346	MIM607995														
5435	MIM604414														
5436	MIM602013														
54360	MIM607930														
54361	MIM158330	MIM603490	MIM611812												
54362	MIM605429														
54363	MIM605023														
5437	MIM606023														
5438	MIM180662														
54386	MIM605061														
5439	MIM604150														
5440	MIM606033														
54407	MIM605180														
5441	MIM601189														
54413	MIM209850	MIM300336	MIM300425	MIM300494											
54414	MIM610079	MIM613551													
5442	MIM601778														
54429	MIM605062														
5443	MIM176830	MIM601665	MIM609734												
54431	MIM607987														
54433	MIM606468														
54434	MIM606778														
54437	MIM609298														
5444	MIM168820	MIM612633													
54440	MIM300441														
54442	MIM611285														
5445	MIM602447														
54453	MIM610222	MIM613075													
54455	MIM609109														
54456	MIM605794														
54457	MIM300314														
54458	MIM610459														
5446	MIM602720														
54460	MIM611984														
54461	MIM609072														
54463	MIM613114	MIM613115													
54464	MIM607994														
54465	MIM613196														
54466	MIM300621														
54469	MIM610183														
5447	MIM201750	MIM207410	MIM613571												
54472	MIM606277														
54474	MIM608218														
54476	MIM609948														
54477	MIM607770														
54480	MIM608037														
54487	MIM192430	MIM609030													
5449	MIM173110	MIM613038													
54490	MIM606497														
54496	MIM610087														
54499	MIM614123	MIM614132													
545	MIM210600	MIM601215	MIM614564												
5450	MIM601206														
54501	MIM604595														
54503	MIM612815														
54504	MIM609780														
54505	MIM612720														
54507	MIM225100	MIM610113													
5451	MIM164175														
54510	MIM608287														
54512	MIM606491														
54514	MIM605281														
54516	MIM613542														
54518	MIM609036														
5452	MIM164176														
5453	MIM602479														
54534	MIM611854														
54535	MIM605310														
54536	MIM609672														
54538	MIM607528														
54539	MIM300403														
5454	MIM600494														
54541	MIM607729														
54543	MIM607980														
54545	MIM606501														
54549	MIM607217														
5455	MIM602480														
54551	MIM176270	MIM605283													
54552	MIM300873														
54556	MIM607493														
54558	MIM613947														
5456	MIM300039	MIM304400													
54566	MIM610340														
54567	MIM605185														
5457	MIM601632														
54575	MIM606435														
54576	MIM606433														
54577	MIM606432														
54578	MIM606431														
54579	MIM606430														
5458	MIM113725														
54581	MIM610417														
54583	MIM606425	MIM609820													
54584	MIM610778														
54585	MIM606568														
5459	MIM602459	MIM602460													
546	MIM300032	MIM300448	MIM301040	MIM309580											
5460	MIM164177														
54600	MIM606434														
54602	MIM610041														
54606	MIM608023														
54617	MIM610169														
54620	MIM609085														
54623	MIM610506														
54625	MIM610028														
54626	MIM609970														
5464	MIM179030														
5465	MIM170998														
54657	MIM606429														
54658	MIM143500	MIM191740	MIM218800	MIM237900	MIM601816	MIM606785									
54659	MIM606428														
54664	MIM613413														
5467	MIM600409														
54675	MIM608188														
54676	MIM607434														
54677	MIM606090														
5468	MIM125853	MIM137800	MIM601487	MIM601665	MIM604367	MIM609338									
54681	MIM614584														
5469	MIM604311														
547	MIM601255	MIM610357	MIM614213	MIM614255											
5470	MIM602256														
54700	MIM605121														
54704	MIM605993	MIM608782													
54708	MIM610637														
5471	MIM172450														
54714	MIM248200	MIM262300	MIM605080												
54715	MIM605104														
54716	MIM138500	MIM242600	MIM605616												
54718	MIM613592														
54719	MIM221900														
54726	MIM611744														
5473	MIM121010														
54737	MIM611626														
54738	MIM607150														
54739	MIM606717														
54741	MIM613461														
5475	MIM300109														
54751	MIM607747														
54756	MIM606807														
54757	MIM611062	MIM614253													
5476	MIM256540	MIM613111													
54760	MIM600487														
54763	MIM611757														
54764	MIM611749														
54765	MIM612298														
54766	MIM605673														
54768	MIM610812														
54769	MIM607863														
54776	MIM613245														
54778	MIM605840														
5478	MIM123840														
54780	MIM612987														
54784	MIM613302														
54788	MIM608376														
5479	MIM123841	MIM259440													
54790	MIM612839	MIM614286	MIM614296												
54795	MIM604559	MIM606936													
54796	MIM608669														
54797	MIM612384														
54798	MIM612486														
5480	MIM123842														
54800	MIM611295														
54801	MIM613433														
54805	MIM607803	MIM613882													
54806	MIM608629	MIM608894													
54808	MIM223800	MIM607326	MIM607461												
54809	MIM610455	MIM610456													
5481	MIM601753														
54820	MIM609449	MIM614019													
54821	MIM300687														
54822	MIM105500	MIM605692													
54828	MIM607470														
54829	MIM603932	MIM607850	MIM608135												
54831	MIM607335														
548316	MIM609340														
54832	MIM608879														
54838	MIM611129														
54840	MIM208920	MIM606350	MIM607426												
54842	MIM613476														
54843	MIM612880														
54845	MIM612959														
54847	MIM606816														
54850	MIM609079														
54852	MIM607781														
54855	MIM613952														
54856	MIM610393														
54858	MIM610694														
548594	MIM610604														
548596	MIM613415														
54860	MIM606550														
54861	MIM612760														
54862	MIM608443	MIM610055													
54866	MIM613256														
54873	MIM610182														
54874	MIM608848														
54875	MIM611870														
54878	MIM606819														
54880	MIM300166	MIM300485	MIM309800												
54882	MIM610500														
54888	MIM610916	MIM611091													
54890	MIM613303														
54892	MIM608532														
54894	MIM612482														
54896	MIM614760														
54897	MIM609895														
54898	MIM611814														
54899	MIM611450														
549	MIM250950	MIM600529													
54901	MIM125853	MIM611259													
54902	MIM124000	MIM613814													
54903	MIM209900	MIM249000	MIM609883												
54904	MIM601626	MIM607083													
54910	MIM604462														
54914	MIM614606														
54918	MIM607889														
54919	MIM614864	MIM614874													
54920	MIM609707														
54921	MIM613202														
54922	MIM609623														
54923	MIM609809														
54926	MIM612506														
54927	MIM613748														
54928	MIM614010	MIM614078													
5493	MIM602871														
54930	MIM613431														
54933	MIM608962														
54936	MIM610624														
54938	MIM612804	MIM613845													
5494	MIM606108														
54941	MIM610432														
54946	MIM610803														
54947	MIM612040														
54948	MIM611829														
54949	MIM601650	MIM613019													
5495	MIM603770														
54953	MIM609335														
54954	MIM300741														
54955	MIM614799														
54959	MIM614832														
5496	MIM605119														
54961	MIM606780														
54962	MIM610716														
54963	MIM610866														
54965	MIM610276														
54968	MIM612418	MIM614052													
54970	MIM610732														
54971	MIM611564														
54973	MIM611354														
54977	MIM205950	MIM610819													
54979	MIM613866														
5498	MIM176200	MIM600923													
54981	MIM608704														
54982	MIM204300	MIM214200	MIM601780	MIM606725											
54984	MIM606505														
54988	MIM614361														
5499	MIM176875														
54994	MIM611625														
54995	MIM610324														
54996	MIM614127														
54997	MIM611585														
54998	MIM609183														
55	MIM171790														
550	MIM602434														
5500	MIM600590														
55003	MIM607811														
55004	MIM613510														
55005	MIM614917														
55008	MIM609249														
5501	MIM176914														
55010	MIM613687														
55011	MIM611480														
55014	MIM604204														
55015	MIM614907														
55016	MIM613331														
5502	MIM613246														
55022	MIM612930														
55023	MIM612870														
55024	MIM152700	MIM610292													
55030	MIM609104														
55031	MIM614460														
55033	MIM614505	MIM614557													
55034	MIM613274														
55035	MIM611534														
55036	MIM613799	MIM613808													
55037	MIM614918														
55038	MIM612270														
55039	MIM611244														
5504	MIM601792														
55040	MIM607264														
55048	MIM610038														
55052	MIM611833														
55054	MIM610767	MIM611081													
55055	MIM609984														
5506	MIM600917	MIM604367													
55062	MIM609224														
550623	MIM609195														
550624	MIM609271														
550625	MIM107200														
550626	MIM609218														
550641	MIM609113														
55065	MIM607883														
55068	MIM610914														
5507	MIM602999														
55070	MIM608727														
55072	MIM612487														
55074	MIM605609														
55075	MIM612516														
55079	MIM607414														
55080	MIM607081														
55081	MIM606621														
55082	MIM614046														
55083	MIM614026														
55084	MIM613667	MIM613671													
55089	MIM608065														
5509	MIM603326														
55090	MIM609878														
55096	MIM613250														
551	MIM125700	MIM192340													
5510	MIM602877														
55107	MIM610108														
55109	MIM608464														
5511	MIM602636														
55114	MIM608293														
55117	MIM607971														
55118	MIM606276														
55120	MIM608111	MIM614083													
55124	MIM610312														
55128	MIM613184														
55129	MIM613726	MIM613728													
55131	MIM612074	MIM612079													
55135	MIM612661	MIM613988													
55137	MIM605295														
55138	MIM613041														
5514	MIM603771														
55140	MIM612722														
55142	MIM613429														
55143	MIM609977														
55144	MIM612890														
55145	MIM602629	MIM609520													
55148	MIM613816														
55149	MIM613669	MIM613672													
5515	MIM176915														
55151	MIM611236														
55157	MIM610956	MIM611105													
55159	MIM614151														
5516	MIM176916														
55160	MIM612494														
55163	MIM603287	MIM610090													
55164	MIM613663														
55165	MIM610000														
55166	MIM611506														
55167	MIM614802														
55168	MIM611981														
55170	MIM608274														
55172	MIM612517	MIM612518													
55173	MIM611976														
55174	MIM611353														
55177	MIM611873														
55178	MIM612600														
5518	MIM605983														
55180	MIM610350														
55181	MIM613175														
55183	MIM608952														
55187	MIM608877														
55188	MIM609147														
5519	MIM211980	MIM603113													
55190	MIM300528														
55191	MIM608285														
55193	MIM606083														
55197	MIM610347														
55198	MIM606231														
552	MIM600821														
5520	MIM604941														
55200	MIM611743														
55201	MIM607573														
55203	MIM608301														
55204	MIM612208														
55206	MIM614274														
5521	MIM604325	MIM604326													
55210	MIM612316														
55211	MIM614125														
55212	MIM209900	MIM607590													
55213	MIM103780	MIM607867													
55214	MIM610341	MIM614292													
55215	MIM609053	MIM611360													
55217	MIM300777	MIM300872													
55219	MIM610301														
5522	MIM605997														
55220	MIM614503														
55224	MIM609859														
55225	MIM609953														
55226	MIM609221														
55227	MIM608195														
55229	MIM606162														
5523	MIM604944														
55230	MIM610570														
55233	MIM609281														
55236	MIM611361														
55238	MIM614236														
5524	MIM600756														
55240	MIM609671														
55243	MIM607428														
55244	MIM609832														
55245	MIM611797														
55247	MIM608934														
55249	MIM607860														
5525	MIM601643														
55252	MIM612991														
55253	MIM611243														
55256	MIM613400														
55257	MIM611157														
55258	MIM611261														
5526	MIM601644														
55269	MIM612408														
5527	MIM601645														
55272	MIM612980														
55274	MIM613069														
55276	MIM172000														
55277	MIM611370														
5528	MIM601646														
55283	MIM607400														
55284	MIM614277														
55288	MIM613888														
5529	MIM601647														
55290	MIM607013														
552900	MIM613182														
55291	MIM610879														
55293	MIM610985														
55294	MIM606278														
553	MIM600264														
5530	MIM114105														
55300	MIM612101														
55303	MIM608087														
55304	MIM611120														
5531	MIM602035														
55311	MIM607874														
553115	MIM610033														
55312	MIM613010														
55315	MIM602782	MIM612373													
55317	MIM614824														
553190	MIM609256														
553192	MIM609257														
553194	MIM609258														
553195	MIM609259														
5532	MIM114106														
55323	MIM611300														
55325	MIM611482														
55326	MIM614796														
55327	MIM612332														
55328	MIM609360														
55329	MIM610766														
5533	MIM114107														
55330	MIM605695														
55332	MIM610776														
55333	MIM609411														
55335	MIM608872														
55336	MIM609077														
5534	MIM601302														
55340	MIM608086														
55341	MIM610780														
55342	MIM611138														
55343	MIM266265	MIM605881													
5535	MIM613821														
55350	MIM606592														
55353	MIM613296														
55355	MIM612667														
55356	MIM608275														
55357	MIM609871														
55359	MIM611433														
5536	MIM600658														
55361	MIM609763														
55363	MIM610715														
55365	MIM610334														
55366	MIM181500	MIM606666													
55367	MIM605247														
5537	MIM612725														
55379	MIM614854														
5538	MIM256730	MIM600722													
55384	MIM605636														
55388	MIM609357														
5539	MIM167780														
55390	MIM614354														
553989	MIM609266														
553991	MIM609115														
553992	MIM609179														
554	MIM300538	MIM300539	MIM304800												
5540	MIM601790														
554188	MIM607876														
5542	MIM180989														
554203	MIM300832														
554210	MIM612094														
554212	MIM300686														
554213	MIM613131														
55422	MIM606043														
55423	MIM605466														
554314	MIM609378														
554315	MIM609354														
554316	MIM300536														
55432	MIM612023														
55435	MIM610851														
55437	MIM607333														
5544	MIM168840														
5545	MIM180990														
5546	MIM179755	MIM605074													
5547	MIM176785														
5548	MIM312550														
55486	MIM607858														
5549	MIM601914														
5550	MIM600400														
55500	MIM609858														
55501	MIM610129														
55502	MIM610331														
55503	MIM606680														
55504	MIM606122														
55505	MIM224230	MIM606471													
55507	MIM607437														
55509	MIM612470														
5551	MIM170280	MIM603553	MIM605027												
55510	MIM606286														
55511	MIM300359														
55512	MIM605777														
55515	MIM606715														
5552	MIM177040														
55520	MIM608079														
55521	MIM609317														
55527	MIM613538														
55529	MIM609864														
5553	MIM605601														
55530	MIM611699														
55532	MIM611146	MIM613280													
55534	MIM608991														
55536	MIM609685														
55539	MIM610980														
5554	MIM168730														
55540	MIM605458														
55544	MIM612428														
5555	MIM168790														
55553	MIM607257														
55554	MIM610601														
55556	MIM607427														
55558	MIM300022														
55559	MIM300540														
55561	MIM613991														
55567	MIM603334														
55568	MIM608043														
5557	MIM176635														
55572	MIM252010	MIM256000	MIM613622												
55576	MIM608561														
55577	MIM606828														
55578	MIM613417														
5558	MIM176636														
55582	MIM611253														
55584	MIM605116														
55586	MIM606774														
55588	MIM612914														
55593	MIM300713														
55600	MIM609873														
55601	MIM613974														
55603	MIM611357														
55604	MIM609593														
55605	MIM135700	MIM608283													
55607	MIM602468														
55611	MIM608337														
55612	MIM173650	MIM607900													
55615	MIM609406														
55617	MIM608270														
55619	MIM611518														
5562	MIM602739														
55620	MIM607881														
55621	MIM611669														
55624	MIM253280	MIM606822	MIM613151	MIM613157											
55625	MIM614604														
55626	MIM611359														
55627	MIM610457														
55629	MIM611882														
5563	MIM600497														
55630	MIM201100	MIM607059													
55632	MIM611299														
55634	MIM300585														
55635	MIM612002														
55636	MIM146110	MIM214800	MIM608765	MIM608892	MIM612370										
55638	MIM611568														
5564	MIM602740														
55640	MIM225790	MIM610865													
55643	MIM608531														
55644	MIM610107														
5565	MIM602741														
55650	MIM239300	MIM610274													
55651	MIM224230	MIM606470	MIM613987												
55652	MIM612187														
55653	MIM607471														
55654	MIM171300	MIM613403													
55655	MIM609364														
55656	MIM611351														
5566	MIM601639														
55660	MIM612941														
55662	MIM606615														
55664	MIM610346														
55665	MIM610337														
55666	MIM606590														
55669	MIM608506														
5567	MIM176892														
55670	MIM202370	MIM214100	MIM266510	MIM601539	MIM608666	MIM614872	MIM614873								
55671	MIM610351														
55672	MIM610501														
55676	MIM611148														
55679	MIM607908														
5568	MIM176893														
55680	MIM610328														
55684	MIM610615														
55686	MIM609207														
55687	MIM580000	MIM610230	MIM613070												
55689	MIM613373														
5569	MIM606059														
55690	MIM607492														
55692	MIM607782														
55693	MIM609766														
55696	MIM612430														
55697	MIM604632														
55698	MIM611491														
55699	MIM612801														
5570	MIM606914														
55701	MIM610018														
55703	MIM607694	MIM614366	MIM614381												
55704	MIM609736														
55706	MIM610115														
55707	MIM611624														
5571	MIM602742														
55714	MIM610083														
55715	MIM608333														
55716	MIM610007														
55717	MIM606417	MIM614858													
55719	MIM610348														
55720	MIM611214														
55723	MIM609190														
55727	MIM610386														
55729	MIM613644														
5573	MIM101800	MIM160980	MIM188550	MIM188830	MIM255960	MIM610489									
55733	MIM605743														
55735	MIM614827														
55737	MIM601501	MIM614203													
55738	MIM608377														
55740	MIM609061														
55741	MIM610302														
55742	MIM608120														
55743	MIM605209														
55744	MIM614769														
55745	MIM614368														
55746	MIM607613														
55748	MIM169800														
55749	MIM612569														
5575	MIM176911														
55750	MIM212350	MIM610345	MIM614691												
55751	MIM613937														
55752	MIM612887														
55754	MIM611028														
55755	MIM604804	MIM608201													
55756	MIM611352														
55757	MIM605898														
5576	MIM176910														
55760	MIM607960														
55763	MIM607879														
55764	MIM218330	MIM606045													
55768	MIM610661														
55769	MIM194558														
5577	MIM176912														
55775	MIM607198	MIM607250													
55777	MIM156200	MIM611472													
5578	MIM176960														
55785	MIM613520														
55787	MIM300677														
55788	MIM277380	MIM612625													
5579	MIM176970														
55794	MIM607618														
55795	MIM613713														
55796	MIM300413														
55798	MIM607846														
55799	MIM606399														
558	MIM109135														
5580	MIM176977														
55800	MIM608214	MIM613120													
55801	MIM605679														
55802	MIM607010														
55803	MIM608635														
55806	MIM146550	MIM203655	MIM209500	MIM602302											
55808	MIM610138														
55809	MIM610322														
5581	MIM176975														
55811	MIM143870	MIM605205													
55812	MIM268000	MIM604232	MIM609868												
55814	MIM607012														
55815	MIM607720														
55816	MIM608334														
55818	MIM611512														
5582	MIM176980	MIM605361													
55821	MIM612396														
55823	MIM608549														
55824	MIM605767														
55825	MIM605843														
55827	MIM610494														
55829	MIM607918														
5583	MIM601367	MIM605437													
55832	MIM607727														
55835	MIM210600	MIM608393	MIM609279	MIM613676											
55837	MIM609486														
55839	MIM611509														
5584	MIM600539														
55840	MIM607659														
55843	MIM610578														
55844	MIM613992														
55845	MIM611183														
55847	MIM611932														
5585	MIM601032														
55850	MIM610675														
55851	MIM607632	MIM613736													
55858	MIM614726	MIM614727													
55859	MIM300690														
5586	MIM602549														
55861	MIM611453														
55862	MIM612136														
55867	MIM607097														
55869	MIM122470	MIM300269	MIM300882	MIM309585											
5587	MIM605435														
55870	MIM607999														
55871	MIM611078														
55872	MIM611210														
55876	MIM611221														
55879	MIM300349														
5588	MIM600448														
55885	MIM180386														
5589	MIM174050	MIM177060													
55890	MIM605949														
55891	MIM607377														
55892	MIM606042														
55893	MIM609494														
55894	MIM606611														
55897	MIM608689														
55898	MIM611219														
5590	MIM176982														
55902	MIM605832														
55904	MIM608444														
55905	MIM612451														
55907	MIM603316														
55909	MIM606396														
5591	MIM600899														
55911	MIM605220														
55914	MIM606944														
55915	MIM612919														
55916	MIM300320														
5592	MIM176894														
55920	MIM609587														
55922	MIM300440														
55929	MIM605077														
5593	MIM601591														
55930	MIM610022														
55937	MIM606907														
5594	MIM176948														
5595	MIM601795														
55958	MIM611201														
55959	MIM610013														
5596	MIM176949														
55964	MIM608314														
55966	MIM610972														
55967	MIM256000	MIM614530													
55968	MIM606610														
5597	MIM602904														
55971	MIM611877														
55972	MIM610821														
55974	MIM613683														
55975	MIM611119	MIM612943													
5598	MIM602521														
5599	MIM601158														
55997	MIM217095	MIM605194	MIM605376	MIM613853											
55998	MIM300319														
55999	MIM300318														
56	MIM102525														
560	MIM415000														
5600	MIM602898														
56000	MIM300316														
56001	MIM300315														
56005	MIM606746														
56006	MIM613176														
5601	MIM602896														
5602	MIM602897	MIM606369													
5603	MIM602899														
56033	MIM603260														
56034	MIM608452														
5604	MIM115150	MIM176872													
5605	MIM115150	MIM601263													
56052	MIM605907	MIM608540													
5606	MIM602315														
56062	MIM300348														
5607	MIM602520														
5608	MIM601254														
5609	MIM603014														
56097	MIM606306														
56098	MIM606305														
56099	MIM606304														
5610	MIM176871														
56100	MIM606303														
56101	MIM606302														
56102	MIM606301														
56103	MIM606300														
56104	MIM606299														
56105	MIM606298														
56106	MIM606297														
56107	MIM606296														
56108	MIM606294														
56109	MIM606293														
5611	MIM601184														
56110	MIM606292														
56111	MIM606291														
56112	MIM606290														
56113	MIM606289														
56114	MIM606288														
56115	MIM604968														
56116	MIM604967														
56117	MIM604966														
5612	MIM607374														
56121	MIM606341														
56122	MIM606340														
56123	MIM606339														
56124	MIM606338														
56125	MIM606337														
56126	MIM606336														
56127	MIM606335														
56128	MIM606334														
56129	MIM606333														
5613	MIM300083														
56130	MIM606332														
56131	MIM606330														
56132	MIM606329														
56133	MIM606328														
56134	MIM606321														
56135	MIM606320														
56136	MIM606319														
56137	MIM606318														
56138	MIM606317														
56139	MIM606316														
56140	MIM606314														
56141	MIM606313														
56142	MIM606312														
56143	MIM606311														
56144	MIM606310														
56145	MIM606309														
56146	MIM606308														
56147	MIM606307														
56154	MIM605795														
56155	MIM605792														
56156	MIM300313														
56157	MIM300312														
56158	MIM605791														
56159	MIM300311														
5616	MIM400008														
56160	MIM608243														
56162	MIM606763														
56163	MIM605793														
56164	MIM605790														
56165	MIM605796														
56169	MIM608384														
5617	MIM176760														
56171	MIM610061														
56172	MIM118600	MIM123000	MIM605145												
56179	MIM605218														
5618	MIM176761														
56180	MIM300674														
5619	MIM182880														
5620	MIM182890														
5621	MIM123400	MIM137440	MIM176640	MIM245300	MIM600072	MIM603218	MIM606688								
5623	MIM602921														
5624	MIM176860	MIM612283	MIM612304												
56242	MIM606954														
56244	MIM606000	MIM612387													
56246	MIM607398	MIM609196													
5625	MIM239500	MIM600850	MIM606810												
56253	MIM612597														
56254	MIM607699														
56257	MIM611478														
56259	MIM611537														
5626	MIM262600	MIM601538													
56261	MIM614124														
56262	MIM608360	MIM613506													
56265	MIM609555														
56267	MIM610656														
5627	MIM176880	MIM612336	MIM614514												
56270	MIM609226														
56271	MIM300692														
56286	MIM609860														
56287	MIM606402														
56288	MIM606745														
5629	MIM601546														
563	MIM194460														
5630	MIM105400	MIM170710													
56300	MIM605542														
56301	MIM607959														
